rank,name,profile,uid,changesets,map_changes,countries,editors,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
2740,alessandrocarmeli,https://www.openstreetmap.org/user/alessandrocarmeli,12294600,1,16,,iD 2.27.3,0,2,1,0,3,2,0,8,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,{},"{""name"": 10, ""name:it"": 10, ""name:sl"": 10, ""type"": 8, ""wikidata"": 8, ""wikipedia"": 8, ""name:de"": 7, ""name:en"": 7, ""name:fr"": 7, ""boundary"": 6, ""name:sk"": 6, ""natural"": 5, ""name:ca"": 5, ""name:pt"": 5, ""name:ru"": 5, ""name:nl"": 5, ""name:pl"": 5, ""admin_level"": 4, ""name:eo"": 4, ""name:es"": 4, ""name:fur"": 4, ""name:hu"": 4, ""name:hr"": 4, ""official_name"": 3, ""population"": 3, ""population:date"": 3, ""ref:ISTAT"": 3, ""name:zh"": 3, ""alt_name:cs"": 3, ""name:cs"": 3, ""name:fi"": 3, ""name:mk"": 3, ""name:sr"": 3, ""postal_code"": 2, ""ISO3166-2"": 2, ""name:la"": 2, ""place"": 2, ""ref:nuts"": 2, ""start_date"": 2, ""name:ja"": 2, ""name:ro"": 2, ""name:sc"": 2, ""alt_name:eo"": 2, ""alt_name:pl"": 2, ""name:ar"": 2, ""name:br"": 2, ""name:bs"": 2, ""name:el"": 2, ""name:eu"": 2, ""name:fa"": 2, ""name:ku"": 2, ""name:sh"": 2, ""name:sq"": 2, ""name:sr-Latn"": 2, ""name:tr"": 2, ""amenity"": 1, ""ferry"": 1, ""public_transport"": 1, ""leisure"": 1, ""seamark:harbour:category"": 1, ""seamark:type"": 1, ""city:left"": 1, ""region:left"": 1, ""source"": 1, ""area"": 1, ""official_name:it"": 1, ""official_name:sl"": 1, ""old_name"": 1, ""old_name:it"": 1, ""ref:catasto"": 1, ""ref"": 1, ""ref:nuts:3"": 1, ""wikipedia:sl"": 1, ""ref:nuts:2"": 1, ""short_name"": 1, ""alt_name"": 1, ""alt_name:af"": 1, ""alt_name:an"": 1, ""alt_name:ast"": 1, ""alt_name:az"": 1, ""alt_name:be"": 1, ""alt_name:bn"": 1, ""alt_name:ce"": 1, ""alt_name:crh"": 1, ""alt_name:cv"": 1, ""alt_name:da"": 1, ""alt_name:de"": 1, ""alt_name:dsb"": 1, ""alt_name:el"": 1, ""alt_name:en"": 1, ""alt_name:es"": 1, ""alt_name:et"": 1, ""alt_name:eu"": 1, ""alt_name:fo"": 1, ""alt_name:fur"": 1, ""alt_name:fy"": 1, ""alt_name:ga"": 1, ""alt_name:gag"": 1, ""alt_name:gsw"": 1, ""alt_name:gv"": 1, ""alt_name:he"": 1, ""alt_name:hi"": 1, ""alt_name:hr"": 1, ""alt_name:hsb"": 1, ""alt_name:hu"": 1, ""alt_name:hy"": 1, ""alt_name:it"": 1, ""alt_name:kk"": 1, ""alt_name:ku"": 1, ""alt_name:lad"": 1, ""alt_name:lb"": 1, ""alt_name:li"": 1, ""alt_name:lt"": 1, ""alt_name:lv"": 1, ""alt_name:mk"": 1, ""alt_name:mn"": 1, ""alt_name:nap"": 1, ""alt_name:nl"": 1, ""alt_name:os"": 1, ""alt_name:pnt"": 1, ""alt_name:pt"": 1, ""alt_name:ro"": 1, ""alt_name:ru"": 1, ""alt_name:scn"": 1, ""alt_name:sco"": 1, ""alt_name:sk"": 1, ""alt_name:sl"": 1, ""alt_name:sq"": 1, ""alt_name:sr"": 1, ""alt_name:sr-Latn"": 1, ""alt_name:sw"": 1, ""alt_name:szl"": 1, ""alt_name:ta"": 1, ""alt_name:th"": 1, ""alt_name:tk"": 1, ""alt_name:tr"": 1, ""alt_name:tt"": 1, ""alt_name:uk"": 1, ""alt_name:vec"": 1, ""alt_name:yi"": 1, ""alt_name:za"": 1, ""name:af"": 1, ""name:an"": 1, ""name:arz"": 1, ""name:ast"": 1, ""name:az"": 1, ""name:be"": 1, ""name:ckb"": 1, ""name:crh"": 1, ""name:cy"": 1, ""name:da"": 1, ""name:dsb"": 1, ""name:et"": 1, ""name:fo"": 1, ""name:frp"": 1, ""name:fy"": 1, ""name:ga"": 1, ""name:gag"": 1, ""name:gd"": 1, ""name:gl"": 1, ""name:gsw"": 1, ""name:gv"": 1, ""name:he"": 1, ""name:hi"": 1, ""name:hsb"": 1, ""name:hy"": 1, ""name:id"": 1, ""name:is"": 1, ""name:jv"": 1, ""name:ka"": 1, ""name:kk"": 1, ""name:ko"": 1, ""name:lad"": 1, ""name:lb"": 1, ""name:li"": 1, ""name:lmo"": 1, ""name:lt"": 1, ""name:lv"": 1, ""name:mg"": 1, ""name:ml"": 1, ""name:mn"": 1, ""name:mr"": 1, ""name:ms"": 1, ""name:nap"": 1, ""name:new"": 1, ""name:nn"": 1, ""name:no"": 1, ""name:nrm"": 1, ""name:oc"": 1, ""name:os"": 1, ""name:pa"": 1, ""name:pnb"": 1, ""name:pnt"": 1, ""name:ps"": 1, ""name:sah"": 1, ""name:scn"": 1, ""name:sco"": 1, ""name:se"": 1, ""name:sv"": 1, ""name:sw"": 1, ""name:szl"": 1, ""name:ta"": 1, ""name:th"": 1, ""name:tk"": 1, ""name:tl"": 1, ""name:tt"": 1, ""name:ug"": 1, ""name:uk"": 1, ""name:ur"": 1, ""name:vec"": 1, ""name:vi"": 1, ""name:war"": 1, ""name:zh-Hans"": 1, ""name:zh-Hant"": 1, ""name_with_accent:ru"": 1, ""alt_name:ca"": 1, ""name:io"": 1, ""old_name:cs"": 1, ""short_name:cs"": 1, ""source:name:br"": 1, ""wikimedia_commons"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2741,Ванюшка Кардашин19011982,https://www.openstreetmap.org/user/%D0%92%D0%B0%D0%BD%D1%8E%D1%88%D0%BA%D0%B0%20%D0%9A%D0%B0%D1%80%D0%B4%D0%B0%D1%88%D0%B8%D0%BD19011982,15504572,1,16,Russian Federation,iD 2.27.3,1,14,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,{},"{""highway"": 1, ""name"": 1, ""postal_code"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2742,Nathaniel Taulbut,https://www.openstreetmap.org/user/Nathaniel%20Taulbut,20640449,2,16,U.K. of Great Britain and Northern Ireland,iD 2.27.3,5,3,0,2,6,0,0,0,0,2,2,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,"{""entrance"": 2, ""highway"": 2, ""footway"": 1}","{""highway"": 4, ""lit"": 4, ""surface"": 4, ""name"": 3, ""entrance"": 2, ""building"": 2, ""source"": 2, ""source:geometry"": 2, ""foot"": 2, ""wikidata"": 1, ""wikipedia"": 1, ""building:levels"": 1, ""roof:levels"": 1, ""footway"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2743,robertodelavega,https://www.openstreetmap.org/user/robertodelavega,1925577,5,16,France,StreetComplete 55.1,0,12,0,0,4,0,0,0,0,0,12,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,{},"{""highway"": 14, ""crossing"": 12, ""crossing:markings"": 12, ""tactile_paving"": 12, ""kerb"": 6, ""building"": 2, ""source"": 2, ""name"": 2, ""oneway"": 2, ""surface"": 2, ""lane_markings"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2744,roubaf,https://www.openstreetmap.org/user/roubaf,664702,1,16,France,JOSM/1.5 (18907 fr),13,0,0,2,1,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,"{""amenity"": 1, ""fee"": 1, ""parking"": 1, ""highway"": 1, ""noname"": 1, ""sidewalk"": 1}","{""highway"": 1, ""name"": 1, ""source"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2745,daudo,https://www.openstreetmap.org/user/daudo,298672,1,16,Germany,JOSM/1.5 (18907 de),4,0,0,1,11,0,0,0,0,0,0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""addr:city"": 1, ""addr:country"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""building"": 1}","{""addr:city"": 11, ""addr:country"": 11, ""addr:housenumber"": 11, ""addr:postcode"": 11, ""addr:street"": 11, ""building"": 11}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2746,Xiaoshi_9867,https://www.openstreetmap.org/user/Xiaoshi_9867,20007927,7,16,China,Go Map!! 3.4.8,12,0,0,2,2,0,0,0,0,3,0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,"{""addr:city"": 5, ""addr:district"": 5, ""addr:postcode"": 5, ""addr:province"": 5, ""addr:street"": 5, ""name"": 5, ""addr:housenumber"": 4, ""amenity"": 3, ""air_conditioning"": 2, ""level"": 2, ""payment:alipay"": 2, ""payment:cash"": 2, ""payment:wechat"": 2, ""healthcare"": 2, ""phone"": 2, ""wheelchair"": 2, ""branch"": 1, ""brand"": 1, ""currency:others"": 1, ""opening_hours"": 1, ""opening_hours:covid19"": 1, ""operator"": 1, ""shop"": 1, ""bar"": 1, ""internet_access"": 1, ""internet_access:fee"": 1, ""payment:app"": 1, ""payment:cards"": 1, ""reservation"": 1, ""tourism"": 1, ""emergency"": 1, ""building"": 1, ""fuel:diesel"": 1, ""fuel:octane_100"": 1, ""fuel:octane_80"": 1, ""fuel:octane_85"": 1, ""fuel:octane_87"": 1, ""fuel:octane_88"": 1, ""fuel:octane_89"": 1, ""fuel:octane_90"": 1, ""fuel:octane_91"": 1, ""fuel:octane_92"": 1, ""fuel:octane_93"": 1, ""fuel:octane_95"": 1, ""fuel:octane_97"": 1, ""fuel:octane_98"": 1}","{""addr:city"": 2, ""addr:district"": 2, ""addr:housenumber"": 2, ""addr:postcode"": 2, ""addr:province"": 2, ""addr:street"": 2, ""building"": 2, ""name"": 2, ""payment:alipay"": 2, ""payment:cards"": 2, ""payment:cash"": 2, ""payment:credit_cards"": 2, ""payment:debit_cards"": 2, ""payment:unionpay"": 2, ""payment:wechat"": 2, ""air_conditioning"": 1, ""bar"": 1, ""building:levels"": 1, ""internet_access"": 1, ""payment:american_express"": 1, ""payment:app"": 1, ""payment:apple_pay"": 1, ""payment:diners_club"": 1, ""payment:jcb"": 1, ""payment:mastercard"": 1, ""payment:visa"": 1, ""phone"": 1, ""reservation"": 1, ""tourism"": 1, ""amenity"": 1, ""branch"": 1, ""brand"": 1, ""brand:wikidata"": 1, ""fuel:cng"": 1, ""fuel:diesel"": 1, ""fuel:octane_100"": 1, ""fuel:octane_80"": 1, ""fuel:octane_85"": 1, ""fuel:octane_87"": 1, ""fuel:octane_88"": 1, ""fuel:octane_89"": 1, ""fuel:octane_90"": 1, ""fuel:octane_91"": 1, ""fuel:octane_92"": 1, ""fuel:octane_93"": 1, ""fuel:octane_95"": 1, ""fuel:octane_97"": 1, ""fuel:octane_98"": 1, ""opening_hours"": 1, ""opening_hours:covid19"": 1, ""wheelchair"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2747,Volodymyr D-k,https://www.openstreetmap.org/user/Volodymyr%20D-k,8671948,1,16,Ukraine,iD 2.27.3,0,14,1,0,0,0,0,1,0,0,14,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,{},"{""name:uk"": 13, ""name"": 11, ""brand"": 9, ""brand:wikidata"": 9, ""amenity"": 8, ""operator"": 8, ""wheelchair"": 7, ""operator:wikidata"": 7, ""brand:en"": 6, ""brand:uk"": 6, ""opening_hours"": 6, ""name:en"": 6, ""name:ru"": 5, ""contact:website"": 5, ""operator:en"": 4, ""operator:uk"": 4, ""brand:wikipedia"": 3, ""contact:facebook"": 3, ""contact:instagram"": 3, ""operator:ru"": 3, ""operator:wikipedia"": 3, ""ref"": 3, ""level"": 3, ""bench"": 2, ""bin"": 2, ""bus"": 2, ""highway"": 2, ""lit"": 2, ""public_transport"": 2, ""shelter"": 2, ""brand:ru"": 2, ""check_date"": 2, ""contact:linkedin"": 2, ""contact:telegram"": 2, ""contact:twitter"": 2, ""contact:viber"": 2, ""contact:youtube"": 2, ""contact:email"": 2, ""atm"": 2, ""contact:phone"": 2, ""addr:postcode"": 1, ""artwork_type"": 1, ""tourism"": 1, ""collection_times"": 1, ""drive_through"": 1, ""cash_in"": 1, ""shop"": 1, ""source"": 1, ""phone:UA"": 1, ""historic"": 1, ""memorial"": 1, ""subject:wikidata"": 1, ""subject:wikipedia"": 1, ""healthcare"": 1, ""capacity"": 1, ""network"": 1, ""network:wikidata"": 1, ""route"": 1, ""type"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2748,unknown127,https://www.openstreetmap.org/user/unknown127,1906113,10,16,United States of America,StreetComplete 55.1,0,3,0,0,13,0,0,0,0,0,3,0.0,2.0,0.0,4.0,0.0,0.0,0.0,7.0,{},"{""source"": 7, ""access"": 7, ""amenity"": 7, ""parking"": 7, ""surface"": 6, ""addr:city"": 4, ""addr:housenumber"": 4, ""addr:postcode"": 4, ""addr:street"": 4, ""shop"": 4, ""highway"": 4, ""entrance"": 3, ""fee"": 3, ""service"": 3, ""female:signed"": 2, ""male:signed"": 2, ""name"": 2, ""building"": 2, ""alt_name:ko"": 1, ""brand"": 1, ""brand:wikidata"": 1, ""brand:wikipedia"": 1, ""cuisine"": 1, ""name:en"": 1, ""name:ko"": 1, ""name:zh-Hans"": 1, ""name:zh-Hant"": 1, ""opening_hours"": 1, ""oneway"": 1, ""sidewalk"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2749,Valerio_Bozzolan,https://www.openstreetmap.org/user/Valerio_Bozzolan,1875845,7,16,Italy,StreetComplete 55.1,9,2,0,0,4,0,0,1,0,9,2,0.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,"{""name"": 8, ""shop"": 7, ""amenity"": 2, ""brand"": 1, ""brand:wikidata"": 1, ""clothes"": 1}","{""name"": 6, ""highway"": 4, ""lit"": 4, ""oneway"": 4, ""surface"": 4, ""smoothness"": 2, ""amenity"": 1, ""indoor_seating"": 1, ""name:it"": 1, ""outdoor_seating"": 1, ""shop"": 1, ""wheelchair"": 1, ""building"": 1, ""type"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2750,lps2,https://www.openstreetmap.org/user/lps2,19859391,2,16,United States of America,StreetComplete 55.1,0,0,0,0,16,0,0,0,0,0,0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,{},"{""building"": 16, ""source"": 16, ""name"": 1, ""addr:housenumber"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2751,Principal Jim Dale,https://www.openstreetmap.org/user/Principal%20Jim%20Dale,8502366,1,16,New Zealand,Go Map!! 3.4.8,1,5,0,0,10,0,0,0,0,1,5,0.0,4.0,0.0,6.0,0.0,0.0,1.0,5.0,"{""amenity"": 1, ""name"": 1}","{""highway"": 6, ""surface"": 6, ""amenity"": 5, ""name"": 5, ""oneway"": 5, ""building"": 4, ""building:levels"": 4, ""cuisine"": 3, ""service"": 3, ""internet_access"": 2, ""internet_access:fee"": 2, ""outdoor_seating"": 2, ""website"": 2, ""payment:cards"": 2, ""ref:linz:building_id"": 2, ""source"": 2, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""addr:suburb"": 1, ""internet_access:ssid"": 1, ""ref:linz:address_id"": 1, ""smoking"": 1, ""brand"": 1, ""fuel:diesel"": 1, ""fuel:octane_91"": 1, ""payment:app"": 1, ""payment:cash"": 1, ""payment:credit_cards"": 1, ""self_service"": 1, ""takeaway"": 1, ""wheelchair"": 1, ""drive_through"": 1, ""level"": 1, ""opening_hours"": 1, ""payment:contactless"": 1, ""phone"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2752,Francisco Pimentel,https://www.openstreetmap.org/user/Francisco%20Pimentel,7716596,1,15,Spain,iD 2.27.3,1,0,0,0,14,0,0,0,0,0,0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,{},"{""highway"": 14, ""oneway"": 14, ""name"": 13, ""name:ca"": 13, ""motor_vehicle"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2753,Centi,https://www.openstreetmap.org/user/Centi,1809176,2,15,Switzerland,iD 2.27.3,14,0,0,1,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,"{""amenity"": 3, ""backrest"": 2, ""construction"": 1, ""landuse"": 1, ""name"": 1, ""note"": 1}",{},,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2754,Martin Ligabue,https://www.openstreetmap.org/user/Martin%20Ligabue,8305310,13,15,Italy,"StreetComplete 55.1,Every Door Android 4.1",4,7,0,0,4,0,0,0,0,4,7,0.0,0.0,0.0,7.0,0.0,0.0,4.0,2.0,"{""amenity"": 4, ""name"": 2, ""backrest"": 2, ""brand"": 1, ""brand:wikidata"": 1}","{""highway"": 7, ""crossing"": 5, ""crossing:island"": 4, ""name"": 4, ""surface"": 4, ""tactile_paving"": 3, ""traffic_signals:sound"": 2, ""amenity"": 2, ""opening_hours"": 2, ""leisure"": 2, ""sport"": 2, ""button_operated"": 1, ""addr:housenumber"": 1, ""addr:street"": 1, ""check_date"": 1, ""cuisine"": 1, ""diet:non-vegetarian"": 1, ""diet:vegan"": 1, ""diet:vegetarian"": 1, ""lit"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2755,Lukas Röskamp,https://www.openstreetmap.org/user/Lukas%20R%C3%B6skamp,16598534,4,15,Germany,StreetComplete_ee 55.11,0,0,0,0,15,0,0,0,0,0,0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,{},"{""building"": 15, ""source"": 15, ""addr:city"": 10, ""addr:housenumber"": 10, ""addr:street"": 10, ""building:levels"": 5, ""roof:levels"": 5}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2756,BuZZ-dEE,https://www.openstreetmap.org/user/BuZZ-dEE,342358,1,15,Germany,iD 2.27.3,12,0,0,3,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""addr:city"": 3, ""addr:postcode"": 3, ""addr:street"": 3, ""building"": 3, ""house"": 3}",{},,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2757,b-jazz,https://www.openstreetmap.org/user/b-jazz,5800005,7,15,"United States of America,Ireland","JOSM/1.5 (18846 en),Level0 v1.2,reverter_plugin/36126;JOSM/1.5 (18846 en)",1,5,1,1,7,0,0,0,0,0,1,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,"{""highway"": 1, ""surface"": 1, ""wheelchair"": 1}","{""highway"": 4, ""barrier"": 2, ""name"": 2, ""surface"": 2, ""addr:city"": 1, ""addr:county"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""building"": 1, ""email"": 1, ""leisure"": 1, ""phone"": 1, ""sport"": 1, ""website"": 1, ""access"": 1, ""amenity"": 1, ""covered"": 1, ""fee"": 1, ""parking"": 1, ""tracktype"": 1, ""wheelchair"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2758,Bane a štôlne,https://www.openstreetmap.org/user/Bane%20a%20%C5%A1t%C3%B4lne,20345903,11,15,Slovakia,iD 2.27.3,3,12,0,0,0,0,0,0,0,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""man_made"": 3, ""name"": 3, ""disused"": 1}","{""man_made"": 11, ""name"": 10, ""disused"": 10, ""historic"": 5, ""wikidata"": 2}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2759,Jonas Gustavsson,https://www.openstreetmap.org/user/Jonas%20Gustavsson,12209929,8,15,,StreetComplete 55.1,0,8,0,0,7,0,0,0,0,0,8,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,{},"{""name"": 9, ""fixme"": 8, ""public_transport"": 8, ""ref"": 8, ""shelter"": 8, ""bench"": 6, ""building"": 6, ""bin"": 4, ""addr:housenumber"": 4, ""lit"": 3, ""addr:street"": 2, ""highway"": 1, ""lane_markings"": 1, ""sidewalk"": 1, ""surface"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2760,michalgwo,https://www.openstreetmap.org/user/michalgwo,15803602,4,15,Poland,JOSM/1.5 (18721 en),9,4,0,0,2,0,0,0,0,4,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,"{""name"": 2, ""shop"": 2, ""entrance"": 1, ""wheelchair"": 1, ""second_hand"": 1, ""amenity"": 1, ""cuisine"": 1}","{""name"": 3, ""shop"": 3, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:street"": 1, ""building"": 1, ""access"": 1, ""highway"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2761,soumendrak,https://www.openstreetmap.org/user/soumendrak,8199747,4,15,India,Every Door Android 4.1,0,10,2,0,3,0,0,0,0,0,10,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,{},"{""check_date"": 13, ""wheelchair"": 13, ""internet_access"": 12, ""name"": 12, ""payment:cash"": 10, ""payment:credit_cards"": 9, ""amenity"": 8, ""source"": 8, ""payment:debit_cards"": 7, ""addr:postcode"": 5, ""air_conditioning"": 5, ""currency:INR"": 5, ""addr:street"": 4, ""second_hand"": 4, ""shop"": 4, ""stroller"": 4, ""addr:city"": 3, ""brand"": 3, ""diet:vegetarian"": 3, ""addr:housenumber"": 3, ""toilets"": 3, ""toilets:wheelchair"": 3, ""addr:floor"": 3, ""drive_through"": 3, ""level"": 3, ""payment:upi"": 3, ""brand:wikidata"": 2, ""cuisine"": 2, ""building:levels"": 2, ""operator"": 2, ""dispensing"": 2, ""building"": 2, ""addr:housename"": 1, ""brand:pa"": 1, ""brand:ur"": 1, ""brand:wikipedia"": 1, ""delivery"": 1, ""highchair"": 1, ""name:kn"": 1, ""name:pa"": 1, ""name:ur"": 1, ""outdoor_seating"": 1, ""smoking"": 1, ""takeaway"": 1, ""diet:dairy"": 1, ""diet:ovo_vegetarian"": 1, ""diet:vegan"": 1, ""organic"": 1, ""addr:country"": 1, ""addr:district"": 1, ""addr:hamlet"": 1, ""healthcare"": 1, ""atm"": 1, ""shoes"": 1, ""leisure"": 1, ""description"": 1, ""email"": 1, ""opening_hours"": 1, ""payment:american_express"": 1, ""payment:contactless"": 1, ""payment:mastercard"": 1, ""payment:visa"": 1, ""website"": 1}",#EveryDoor,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2762,anttimc,https://www.openstreetmap.org/user/anttimc,20746779,6,15,Finland,StreetComplete 55.1,0,1,0,0,14,0,0,0,0,0,1,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,{},"{""highway"": 13, ""surface"": 12, ""name"": 11, ""name:fi"": 10, ""lit"": 7, ""name:sv"": 6, ""maxspeed"": 5, ""note"": 4, ""oneway"": 4, ""snowplowing"": 4, ""public_transport"": 2, ""shelter"": 2, ""access"": 2, ""lane_markings"": 2, ""parking:condition:left"": 2, ""parking:condition:left:default"": 2, ""parking:condition:left:residents"": 2, ""parking:condition:left:time_interval"": 2, ""parking:lane:left"": 2, ""bench"": 1, ""bin"": 1, ""bus"": 1, ""ref:findr"": 1, ""shelter:ref"": 1, ""zone:HSL"": 1, ""amenity"": 1, ""fee"": 1, ""foot"": 1, ""motorcar"": 1, ""parking"": 1, ""parking:condition:area"": 1, ""parking:condition:both"": 1, ""parking:condition:both:default"": 1, ""parking:condition:both:residents"": 1, ""parking:condition:both:time_interval"": 1, ""parking:lane:both"": 1, ""parking:lane:both:parallel"": 1, ""leisure"": 1, ""area"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2763,Jon Hanson,https://www.openstreetmap.org/user/Jon%20Hanson,36097,2,15,United States of America,"Go Map!! 3.4.8,JOSM/1.5 (18907 en)",3,1,0,3,8,0,0,0,0,3,1,0.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0,"{""highway"": 3, ""colour"": 2, ""operator"": 2, ""service"": 2, ""direction"": 1, ""lamp_mount"": 1, ""access"": 1, ""amenity"": 1, ""covered"": 1, ""drive_through"": 1, ""indoor"": 1, ""post_box:type"": 1, ""couplings"": 1, ""emergency"": 1, ""fire_hydrant:type"": 1, ""survey:date"": 1, ""water_source"": 1, ""cemetery"": 1, ""ref"": 1}","{""highway"": 5, ""service"": 4, ""addr:city"": 2, ""addr:housenumber"": 2, ""addr:postcode"": 2, ""addr:state"": 2, ""addr:street"": 2, ""name"": 2, ""source"": 2, ""oneway"": 2, ""cemetery"": 2, ""operator"": 2, ""ref"": 2, ""air_conditioning"": 1, ""alt_name"": 1, ""amenity"": 1, ""brand"": 1, ""brand:wikidata"": 1, ""brand:wikipedia"": 1, ""contact:website"": 1, ""cuisine"": 1, ""delivery"": 1, ""drive_through"": 1, ""official_name"": 1, ""outdoor_seating"": 1, ""payment:apple_pay"": 1, ""payment:cards"": 1, ""payment:contactless"": 1, ""payment:credit_cards"": 1, ""payment:discover_card"": 1, ""payment:garmin_pay"": 1, ""payment:visa"": 1, ""phone"": 1, ""smoking"": 1, ""takeaway"": 1, ""wheelchair"": 1, ""building"": 1, ""building:levels"": 1, ""building:levels:underground"": 1, ""access"": 1, ""cycleway:left"": 1, ""cycleway:right"": 1, ""lane_markings"": 1, ""lanes"": 1, ""lanes:backward"": 1, ""lanes:forward"": 1, ""lit"": 1, ""maxspeed"": 1, ""parking:left"": 1, ""parking:left:orientation"": 1, ""parking:right"": 1, ""parking:right:orientation"": 1, ""surface"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2764,Baraka Jungwa,https://www.openstreetmap.org/user/Baraka%20Jungwa,13952785,1,15,United Republic of Tanzania,StreetComplete 55.1,0,0,0,0,15,0,0,0,0,0,0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,{},"{""building"": 15}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2765,Abhiram Jois,https://www.openstreetmap.org/user/Abhiram%20Jois,20208411,9,15,India,Every Door Android 4.1,13,0,1,0,1,0,0,0,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,"{""check_date"": 12, ""name"": 12, ""amenity"": 6, ""shop"": 6, ""operator"": 1, ""fixme"": 1, ""fixme:type"": 1, ""healthcare"": 1, ""craft"": 1, ""brand"": 1}","{""amenity"": 1, ""check_date"": 1, ""name"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2766,Eucalyptus,https://www.openstreetmap.org/user/Eucalyptus,1063019,3,15,Hong Kong,iD 2.27.3,6,0,0,2,7,0,0,0,0,0,0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,"{""highway"": 2}","{""highway"": 7, ""footway"": 4, ""lit"": 1, ""name"": 1, ""name:en"": 1, ""name:zh"": 1, ""ref"": 1, ""surface"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
2767,skewner,https://www.openstreetmap.org/user/skewner,10827973,3,15,Australia,StreetComplete 55.1,0,0,0,0,15,0,0,0,0,0,0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,{},"{""building"": 15, ""addr:housenumber"": 14, ""addr:street"": 7}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
